"Year","month","hires","openings","layoffs","quits","sector"
2015,"Sep",5.5,5.3,2.5,2.6,"Professional and Business Services"
2015,"Oct",5.5,5.8,2.2,2.7,"Professional and Business Services"
2015,"Nov",5.6,6.1,2.3,2.8,"Professional and Business Services"
2015,"Dec",6.1,5.7,2.4,2.9,"Professional and Business Services"
2016,"Jan",5.9,6.2,2.6,2.9,"Professional and Business Services"
2016,"Feb",5.6,5.8,2.2,3,"Professional and Business Services"
2016,"Mar",5.6,6.9,2.4,2.7,"Professional and Business Services"
2016,"Apr",5.5,5,2.2,2.9,"Professional and Business Services"
2016,"May",5.5,5.5,2,3.4,"Professional and Business Services"
2016,"Jun",5.3,5.4,2.2,2.7,"Professional and Business Services"
2016,"Jul",5.9,5.8,2.2,3.1,"Professional and Business Services"
2016,"Aug",5.5,5.2,2.2,3,"Professional and Business Services"
2016,"Sep",5.4,5.6,1.7,3.1,"Professional and Business Services"
2016,"Oct",5.2,4.6,2,3,"Professional and Business Services"
2016,"Nov",5.5,5.7,2.3,2.9,"Professional and Business Services"
2016,"Dec",5.4,5.1,1.9,3,"Professional and Business Services"
2017,"Jan",5.5,4.6,1.9,3.2,"Professional and Business Services"
2017,"Feb",5.2,4.6,2,2.8,"Professional and Business Services"
2017,"Mar",5.1,4.7,1.8,2.9,"Professional and Business Services"
2017,"Apr",5,4.9,1.8,2.8,"Professional and Business Services"
2017,"May",5.4,4.7,2.1,2.8,"Professional and Business Services"
2017,"Jun",6.1,5.7,2.6,3,"Professional and Business Services"
2017,"Jul",5.7,5.2,2.3,2.9,"Professional and Business Services"
2017,"Aug",5.6,5.1,1.9,3.2,"Professional and Business Services"
2017,"Sep",5.6,5.1,2.1,3.3,"Professional and Business Services"
2017,"Oct",5.7,6,2,3.2,"Professional and Business Services"
2017,"Nov",5.4,4.8,1.6,3.3,"Professional and Business Services"
2017,"Dec",5.2,4.5,1.8,3.1,"Professional and Business Services"
2018,"Jan",5.2,5.1,1.9,2.7,"Professional and Business Services"
2018,"Feb",5.6,5.1,2.1,3.1,"Professional and Business Services"
2018,"Mar",5.6,5.4,2.1,3.1,"Professional and Business Services"
2018,"Apr",5.4,5.4,1.6,3.2,"Professional and Business Services"
2018,"May",5.6,5.6,2,3,"Professional and Business Services"
2018,"Jun",5.7,5.7,2.1,3.1,"Professional and Business Services"
2018,"Jul",5.3,5.6,1.9,3.1,"Professional and Business Services"
2018,"Aug",5.3,5.9,1.9,2.9,"Professional and Business Services"
2018,"Sep",5.2,6,1.8,2.8,"Professional and Business Services"
2018,"Oct",5.6,6,2,3.1,"Professional and Business Services"
2018,"Nov",5.4,6,2.1,3,"Professional and Business Services"
2018,"Dec",5.5,6,2.2,3,"Professional and Business Services"
2019,"Jan",5,6.2,1.7,3,"Professional and Business Services"
2019,"Feb",5.6,6.1,1.9,3.1,"Professional and Business Services"
2019,"Mar",5.6,6,1.9,3.2,"Professional and Business Services"
2019,"Apr",5.9,5.2,2.3,3.1,"Professional and Business Services"
2019,"May",5.3,5.6,2.1,2.9,"Professional and Business Services"
2019,"Jun",5.2,5.6,1.8,3,"Professional and Business Services"
2019,"Jul",5.4,5.5,1.9,3.3,"Professional and Business Services"
2019,"Aug",5.4,5.6,1.9,3,"Professional and Business Services"
2019,"Sep",5.4,5.5,2.1,3,"Professional and Business Services"
2019,"Oct",5.2,5.3,1.9,2.9,"Professional and Business Services"
2019,"Nov",5.3,5.3,2,2.9,"Professional and Business Services"
2019,"Dec",5.4,5.5,2.2,3,"Professional and Business Services"
2020,"Jan",5.4,5.7,1.9,3.2,"Professional and Business Services"
2020,"Feb",5.2,5.7,1.9,3,"Professional and Business Services"
2020,"Mar",5.2,4.9,5.9,2.9,"Professional and Business Services"
2020,"Apr",4.3,4.1,6.4,1.9,"Professional and Business Services"
2020,"May",5.2,4.9,2.4,2.2,"Professional and Business Services"
2020,"Jun",6,5.2,2.2,2,"Professional and Business Services"
2020,"Jul",5.7,5.4,2.1,2.6,"Professional and Business Services"
2020,"Aug",5.8,5.4,1.9,2.7,"Professional and Business Services"
2020,"Sep",5.7,5.9,1.7,3.2,"Professional and Business Services"
2020,"Oct",5.5,5.8,1.7,3,"Professional and Business Services"
2020,"Nov",6,6.1,2.2,2.7,"Professional and Business Services"
2020,"Dec",5.7,6.5,1.8,2.8,"Professional and Business Services"
2021,"Jan",5.7,6.4,1.8,2.9,"Professional and Business Services"
2021,"Feb",5.6,6.6,2,3.1,"Professional and Business Services"
2021,"Mar",5.6,6.9,1.9,3,"Professional and Business Services"
2021,"Apr",5.7,7.6,1.6,3.3,"Professional and Business Services"
2021,"May",5.5,8.2,1.4,3.3,"Professional and Business Services"
2021,"Jun",5.8,8.3,1.4,3.5,"Professional and Business Services"
2021,"Jul",6.2,8.8,2,3.2,"Professional and Business Services"
2021,"Aug",5.6,8.7,1.4,3.4,"Professional and Business Services"
2021,"Sep",6.2,8.3,1.8,3.5,"Professional and Business Services"
2021,"Oct",6.3,8.8,1.4,3.4,"Professional and Business Services"
2021,"Nov",6.3,8.5,1.5,3.8,"Professional and Business Services"
2021,"Dec",6,8.6,1.6,3.7,"Professional and Business Services"
2022,"Jan",5.7,8.6,1.5,3.6,"Professional and Business Services"
2022,"Feb",6.2,9.5,1.8,3.4,"Professional and Business Services"
2022,"Mar",6,9.8,1.8,3.5,"Professional and Business Services"
2022,"Apr",5.8,9.3,1.4,3.6,"Professional and Business Services"
2022,"May",6,9,1.8,3.5,"Professional and Business Services"
2022,"Jun",5.7,9.2,1.8,3.3,"Professional and Business Services"
2022,"Jul",5.6,8.5,1.5,3.4,"Professional and Business Services"
2022,"Aug",5.2,7.3,1.8,3.1,"Professional and Business Services"
2022,"Sep",5.2,8.6,1.4,3.3,"Professional and Business Services"
2022,"Oct",5,7.3,1.8,2.9,"Professional and Business Services"
2022,"Nov",4.9,8.6,1.5,3.2,"Professional and Business Services"
2022,"Dec",4.7,8.6,1.5,3.1,"Professional and Business Services"
2023,"Jan",4.8,8.2,2.3,2.3,"Professional and Business Services"
2023,"Feb",4.6,7.4,1.7,2.7,"Professional and Business Services"
2023,"Mar",4.7,7.3,1.8,2.7,"Professional and Business Services"
2023,"Apr",5.2,7.3,1.8,2.6,"Professional and Business Services"
2023,"May",4.5,6.6,1.2,2.8,"Professional and Business Services"
2023,"Jun",4.6,6.3,1.8,2.6,"Professional and Business Services"
2023,"Jul",4.5,5.2,1.8,2.7,"Professional and Business Services"
2023,"Aug",4.5,6.4,1.7,2.7,"Professional and Business Services"
2023,"Sep",4.4,6.2,1.6,2.6,"Professional and Business Services"
2023,"Oct",4.7,6.2,1.7,2.9,"Professional and Business Services"
2023,"Nov",3.9,5.7,1.4,2.6,"Professional and Business Services"
2023,"Dec",4.7,5.8,1.9,2.4,"Professional and Business Services"
2024,"Jan",4.6,6,2.3,2.1,"Professional and Business Services"
2024,"Feb",4.7,5.8,1.8,2.6,"Professional and Business Services"
2024,"Mar",4.9,5.3,1.5,3,"Professional and Business Services"
2024,"Apr",4.5,5.4,1.5,2.2,"Professional and Business Services"
2024,"May",4.5,5.4,1.7,2.2,"Professional and Business Services"
2024,"Jun",4.1,4.8,1.5,2.6,"Professional and Business Services"
2024,"Jul",4.1,5.7,1.6,2.4,"Professional and Business Services"
2024,"Aug",4.5,5.6,2,2.5,"Professional and Business Services"
2024,"Sep",4.6,5.5,2.3,2.2,"Professional and Business Services"
2024,"Oct",4.3,5.7,1.9,2.5,"Professional and Business Services"
2024,"Nov",4.3,7.1,1.9,2.1,"Professional and Business Services"
2024,"Dec",4.1,5.7,1.5,2.4,"Professional and Business Services"
2009,"Jan",2.7,3.1,1,1.4,"Healthcare and Social Assistance"
2009,"Feb",2.8,3,1,1.3,"Healthcare and Social Assistance"
2009,"Mar",2.6,2.8,1,1.3,"Healthcare and Social Assistance"
2009,"Apr",2.6,2.8,1,1.2,"Healthcare and Social Assistance"
2009,"May",2.5,2.9,0.6,1.3,"Healthcare and Social Assistance"
2009,"Jun",2.6,2.8,0.8,1.4,"Healthcare and Social Assistance"
2009,"Jul",2.6,2.9,1,1.3,"Healthcare and Social Assistance"
2009,"Aug",2.7,2.9,1,1.3,"Healthcare and Social Assistance"
2009,"Sep",2.8,2.9,0.9,1.4,"Healthcare and Social Assistance"
2009,"Oct",2.5,2.8,0.9,1.4,"Healthcare and Social Assistance"
2009,"Nov",2.6,2.8,0.9,1.4,"Healthcare and Social Assistance"
2009,"Dec",2.5,2.9,0.9,1.3,"Healthcare and Social Assistance"
2010,"Jan",2.3,3.4,0.9,1.2,"Healthcare and Social Assistance"
2010,"Feb",2.4,2.7,1,1.2,"Healthcare and Social Assistance"
2010,"Mar",2.5,2.6,0.8,1.3,"Healthcare and Social Assistance"
2010,"Apr",2.4,2.6,0.8,1.5,"Healthcare and Social Assistance"
2010,"May",2.4,2.5,0.8,1.2,"Healthcare and Social Assistance"
2010,"Jun",2.5,2.4,0.9,1.4,"Healthcare and Social Assistance"
2010,"Jul",2.7,2.7,1.1,1.3,"Healthcare and Social Assistance"
2010,"Aug",2.3,2.5,0.8,1.3,"Healthcare and Social Assistance"
2010,"Sep",2.6,2.7,1,1.3,"Healthcare and Social Assistance"
2010,"Oct",2.4,3.2,0.8,1.3,"Healthcare and Social Assistance"
2010,"Nov",2.5,2.8,0.8,1.3,"Healthcare and Social Assistance"
2010,"Dec",2.5,2.8,0.9,1.3,"Healthcare and Social Assistance"
2011,"Jan",2.1,2.7,0.7,1.2,"Healthcare and Social Assistance"
2011,"Feb",2.3,2.9,0.7,1.2,"Healthcare and Social Assistance"
2011,"Mar",2.4,3.1,0.7,1.3,"Healthcare and Social Assistance"
2011,"Apr",2.4,3,0.7,1.2,"Healthcare and Social Assistance"
2011,"May",2.4,3,0.7,1.3,"Healthcare and Social Assistance"
2011,"Jun",2.5,3.1,0.9,1.3,"Healthcare and Social Assistance"
2011,"Jul",2.4,3.2,0.8,1.2,"Healthcare and Social Assistance"
2011,"Aug",2.5,3.3,0.9,1.3,"Healthcare and Social Assistance"
2011,"Sep",2.4,3.1,0.7,1.3,"Healthcare and Social Assistance"
2011,"Oct",2.4,3.2,0.8,1.3,"Healthcare and Social Assistance"
2011,"Nov",2.5,3.3,0.9,1.3,"Healthcare and Social Assistance"
2011,"Dec",2.5,3.3,0.8,1.3,"Healthcare and Social Assistance"
2012,"Jan",2.6,3.5,0.8,1.4,"Healthcare and Social Assistance"
2012,"Feb",2.7,3.4,0.7,1.6,"Healthcare and Social Assistance"
2012,"Mar",2.6,3.5,0.7,1.4,"Healthcare and Social Assistance"
2012,"Apr",2.4,3.4,0.8,1.4,"Healthcare and Social Assistance"
2012,"May",2.7,3.6,0.8,1.4,"Healthcare and Social Assistance"
2012,"Jun",2.6,3.9,1,1.4,"Healthcare and Social Assistance"
2012,"Jul",2.5,3.3,0.7,1.4,"Healthcare and Social Assistance"
2012,"Aug",2.5,3.3,0.8,1.4,"Healthcare and Social Assistance"
2012,"Sep",2.4,3.6,0.7,1.2,"Healthcare and Social Assistance"
2012,"Oct",2.5,3.5,0.8,1.3,"Healthcare and Social Assistance"
2012,"Nov",2.6,3.7,0.8,1.4,"Healthcare and Social Assistance"
2012,"Dec",2.6,3.5,0.6,1.4,"Healthcare and Social Assistance"
2013,"Jan",2.6,3.1,0.7,1.6,"Healthcare and Social Assistance"
2013,"Feb",2.6,3.5,0.8,1.5,"Healthcare and Social Assistance"
2013,"Mar",2.6,3.5,0.7,1.5,"Healthcare and Social Assistance"
2013,"Apr",2.7,3.5,0.8,1.5,"Healthcare and Social Assistance"
2013,"May",2.8,3.4,0.9,1.4,"Healthcare and Social Assistance"
2013,"Jun",2.4,3.4,0.7,1.5,"Healthcare and Social Assistance"
2013,"Jul",2.6,3.1,0.7,1.6,"Healthcare and Social Assistance"
2013,"Aug",2.7,3.7,0.7,1.5,"Healthcare and Social Assistance"
2013,"Sep",2.7,3.3,0.7,1.5,"Healthcare and Social Assistance"
2013,"Oct",2.4,3.3,0.7,1.6,"Healthcare and Social Assistance"
2013,"Nov",2.5,3.1,0.7,1.5,"Healthcare and Social Assistance"
2013,"Dec",2.6,2.9,0.7,1.6,"Healthcare and Social Assistance"
2014,"Jan",2.6,3.4,0.8,1.5,"Healthcare and Social Assistance"
2014,"Feb",2.6,3.6,0.7,1.5,"Healthcare and Social Assistance"
2014,"Mar",2.7,3.7,0.9,1.3,"Healthcare and Social Assistance"
2014,"Apr",2.8,3.5,0.9,1.6,"Healthcare and Social Assistance"
2014,"May",2.6,3.9,0.7,1.5,"Healthcare and Social Assistance"
2014,"Jun",2.5,3.9,0.7,1.6,"Healthcare and Social Assistance"
2014,"Jul",2.8,4.2,0.6,1.7,"Healthcare and Social Assistance"
2014,"Aug",2.4,4.4,0.7,1.4,"Healthcare and Social Assistance"
2014,"Sep",3.1,4.1,0.8,1.7,"Healthcare and Social Assistance"
2014,"Oct",2.8,4.2,0.8,1.7,"Healthcare and Social Assistance"
2014,"Nov",2.8,3.8,0.6,1.7,"Healthcare and Social Assistance"
2014,"Dec",2.8,4.4,0.7,1.6,"Healthcare and Social Assistance"
2015,"Jan",2.9,4.3,0.5,1.8,"Healthcare and Social Assistance"
2015,"Feb",2.9,4.3,0.7,1.8,"Healthcare and Social Assistance"
2015,"Mar",2.8,4.2,0.7,1.7,"Healthcare and Social Assistance"
2015,"Apr",2.9,4.7,0.6,1.7,"Healthcare and Social Assistance"
2015,"May",2.9,4.6,0.7,1.7,"Healthcare and Social Assistance"
2015,"Jun",2.7,4.6,0.6,1.7,"Healthcare and Social Assistance"
2015,"Jul",2.9,5.3,0.6,1.8,"Healthcare and Social Assistance"
2015,"Aug",2.8,4.8,0.6,1.9,"Healthcare and Social Assistance"
2015,"Sep",3,5,0.8,1.7,"Healthcare and Social Assistance"
2015,"Oct",3,4.8,0.6,1.8,"Healthcare and Social Assistance"
2015,"Nov",2.9,5,0.6,1.9,"Healthcare and Social Assistance"
2015,"Dec",2.9,4.8,0.7,1.8,"Healthcare and Social Assistance"
2016,"Jan",2.7,5.5,0.7,1.5,"Healthcare and Social Assistance"
2016,"Feb",2.9,4.5,0.6,1.8,"Healthcare and Social Assistance"
2016,"Mar",2.8,4.9,0.7,1.8,"Healthcare and Social Assistance"
2016,"Apr",2.8,4.9,0.6,1.8,"Healthcare and Social Assistance"
2016,"May",2.8,5,0.7,1.8,"Healthcare and Social Assistance"
2016,"Jun",3,4.9,0.7,1.9,"Healthcare and Social Assistance"
2016,"Jul",2.9,5.1,0.6,1.8,"Healthcare and Social Assistance"
2016,"Aug",2.9,4.8,0.9,1.7,"Healthcare and Social Assistance"
2016,"Sep",2.9,4.9,0.6,1.9,"Healthcare and Social Assistance"
2016,"Oct",2.9,5.4,0.7,1.8,"Healthcare and Social Assistance"
2016,"Nov",3,5.4,0.9,1.7,"Healthcare and Social Assistance"
2016,"Dec",2.9,5.4,0.7,1.8,"Healthcare and Social Assistance"
2017,"Jan",2.9,5.3,0.5,2,"Healthcare and Social Assistance"
2017,"Feb",2.8,5.5,0.7,1.8,"Healthcare and Social Assistance"
2017,"Mar",2.9,5,0.6,1.9,"Healthcare and Social Assistance"
2017,"Apr",2.9,5,0.7,1.9,"Healthcare and Social Assistance"
2017,"May",2.9,4.9,0.8,1.9,"Healthcare and Social Assistance"
2017,"Jun",2.9,5.3,0.6,1.9,"Healthcare and Social Assistance"
2017,"Jul",3,5,0.7,1.8,"Healthcare and Social Assistance"
2017,"Aug",3,5.2,1.1,1.8,"Healthcare and Social Assistance"
2017,"Sep",2.9,5.1,0.6,1.8,"Healthcare and Social Assistance"
2017,"Oct",3,5,0.7,2,"Healthcare and Social Assistance"
2017,"Nov",3,4.9,0.7,1.8,"Healthcare and Social Assistance"
2017,"Dec",2.9,5.1,0.7,1.8,"Healthcare and Social Assistance"
2018,"Jan",2.9,5,0.7,1.7,"Healthcare and Social Assistance"
2018,"Feb",2.9,5.2,0.7,1.7,"Healthcare and Social Assistance"
2018,"Mar",3,5.4,0.9,1.8,"Healthcare and Social Assistance"
2018,"Apr",2.9,5.3,0.7,1.9,"Healthcare and Social Assistance"
2018,"May",3.2,5.2,0.6,2.2,"Healthcare and Social Assistance"
2018,"Jun",3.2,5.3,0.8,2.1,"Healthcare and Social Assistance"
2018,"Jul",3,5.3,0.7,2,"Healthcare and Social Assistance"
2018,"Aug",3.2,5.3,0.6,2.2,"Healthcare and Social Assistance"
2018,"Sep",3.1,5.7,0.6,1.9,"Healthcare and Social Assistance"
2018,"Oct",3.2,5.4,0.7,2.1,"Healthcare and Social Assistance"
2018,"Nov",3.2,5.5,0.7,2.3,"Healthcare and Social Assistance"
2018,"Dec",3.3,5.7,0.6,2.2,"Healthcare and Social Assistance"
2019,"Jan",3.1,5.8,0.7,2.1,"Healthcare and Social Assistance"
2019,"Feb",3.1,5.2,0.7,2.1,"Healthcare and Social Assistance"
2019,"Mar",3.2,5.8,0.6,2.2,"Healthcare and Social Assistance"
2019,"Apr",3.1,5.9,0.7,2,"Healthcare and Social Assistance"
2019,"May",3,5.7,0.7,1.7,"Healthcare and Social Assistance"
2019,"Jun",2.9,5.5,0.7,1.8,"Healthcare and Social Assistance"
2019,"Jul",3.1,5.5,0.7,2.1,"Healthcare and Social Assistance"
2019,"Aug",3,5.6,0.5,2,"Healthcare and Social Assistance"
2019,"Sep",3.1,5.1,0.7,2,"Healthcare and Social Assistance"
2019,"Oct",3,5.4,0.7,2,"Healthcare and Social Assistance"
2019,"Nov",3,5.3,0.6,1.9,"Healthcare and Social Assistance"
2019,"Dec",3.1,5.2,0.6,2.1,"Healthcare and Social Assistance"
2020,"Jan",3.2,5.5,0.7,2.1,"Healthcare and Social Assistance"
2020,"Feb",3.2,5.3,0.7,2.2,"Healthcare and Social Assistance"
2020,"Mar",2.8,4.8,6,2,"Healthcare and Social Assistance"
2020,"Apr",2.4,4.4,4.4,1.8,"Healthcare and Social Assistance"
2020,"May",5.6,4.7,1.1,1.7,"Healthcare and Social Assistance"
2020,"Jun",4.1,5.1,0.9,2.1,"Healthcare and Social Assistance"
2020,"Jul",3.8,5.3,0.7,2.2,"Healthcare and Social Assistance"
2020,"Aug",3.1,5.4,0.8,2,"Healthcare and Social Assistance"
2020,"Sep",3.3,5.3,0.6,2.1,"Healthcare and Social Assistance"
2020,"Oct",3.3,5.7,0.6,2.3,"Healthcare and Social Assistance"
2020,"Nov",3.2,5.7,0.8,1.9,"Healthcare and Social Assistance"
2020,"Dec",3.2,5.5,0.6,2.1,"Healthcare and Social Assistance"
2021,"Jan",2.8,5.7,0.6,2.1,"Healthcare and Social Assistance"
2021,"Feb",3.2,6.9,0.7,2.1,"Healthcare and Social Assistance"
2021,"Mar",3.4,6.3,0.5,2.3,"Healthcare and Social Assistance"
2021,"Apr",3.3,6.7,0.6,2.4,"Healthcare and Social Assistance"
2021,"May",3.3,7.3,0.6,2.5,"Healthcare and Social Assistance"
2021,"Jun",3.3,7.3,0.6,2.5,"Healthcare and Social Assistance"
2021,"Jul",3.2,7.8,0.2,2.7,"Healthcare and Social Assistance"
2021,"Aug",3.3,7.5,0.4,2.7,"Healthcare and Social Assistance"
2021,"Sep",3.7,8.1,0.6,2.9,"Healthcare and Social Assistance"
2021,"Oct",3.6,8.5,0.5,2.7,"Healthcare and Social Assistance"
2021,"Nov",3.8,8.6,0.6,2.9,"Healthcare and Social Assistance"
2021,"Dec",3.7,8.7,0.9,2.6,"Healthcare and Social Assistance"
2022,"Jan",3.6,8.8,0.7,2.7,"Healthcare and Social Assistance"
2022,"Feb",3.8,9,0.6,2.8,"Healthcare and Social Assistance"
2022,"Mar",3.5,9.4,0.6,2.5,"Healthcare and Social Assistance"
2022,"Apr",3.8,9.1,0.6,2.7,"Healthcare and Social Assistance"
2022,"May",3.7,9.1,0.7,2.6,"Healthcare and Social Assistance"
2022,"Jun",3.7,8.9,0.6,2.6,"Healthcare and Social Assistance"
2022,"Jul",3.8,9.1,0.7,2.4,"Healthcare and Social Assistance"
2022,"Aug",3.6,8.7,0.5,2.6,"Healthcare and Social Assistance"
2022,"Sep",3.6,9,0.6,2.5,"Healthcare and Social Assistance"
2022,"Oct",3.5,8.7,0.5,2.4,"Healthcare and Social Assistance"
2022,"Nov",3.6,8.3,0.5,2.7,"Healthcare and Social Assistance"
2022,"Dec",3.9,8.4,0.5,2.8,"Healthcare and Social Assistance"
2023,"Jan",3.9,8,0.6,2.6,"Healthcare and Social Assistance"
2023,"Feb",3.6,7.3,0.6,2.6,"Healthcare and Social Assistance"
2023,"Mar",3.7,7.5,0.7,2.6,"Healthcare and Social Assistance"
2023,"Apr",3.4,7.7,0.7,2.2,"Healthcare and Social Assistance"
2023,"May",4,7.2,0.6,2.8,"Healthcare and Social Assistance"
2023,"Jun",3.9,7.6,0.7,2.6,"Healthcare and Social Assistance"
2023,"Jul",3.6,7.6,0.7,2.2,"Healthcare and Social Assistance"
2023,"Aug",3.7,8.1,0.8,2.3,"Healthcare and Social Assistance"
2023,"Sep",3.5,7.6,0.7,2.2,"Healthcare and Social Assistance"
2023,"Oct",3.6,7,0.7,2.3,"Healthcare and Social Assistance"
2023,"Nov",3.8,7.3,0.7,2.4,"Healthcare and Social Assistance"
2023,"Dec",3.4,7.6,0.7,2.1,"Healthcare and Social Assistance"
2024,"Jan",3.4,7.9,0.6,2.1,"Healthcare and Social Assistance"
2024,"Feb",3.5,7.4,0.7,2.2,"Healthcare and Social Assistance"
2024,"Mar",3.3,7.1,0.6,2.2,"Healthcare and Social Assistance"
2024,"Apr",3.8,6.4,0.8,2.4,"Healthcare and Social Assistance"
2024,"May",3.5,6.9,0.6,2.3,"Healthcare and Social Assistance"
2024,"Jun",3.2,6.7,0.5,2.1,"Healthcare and Social Assistance"
2024,"Jul",3.5,6.3,0.7,2.5,"Healthcare and Social Assistance"
2024,"Aug",2.9,6.2,0.6,2,"Healthcare and Social Assistance"
2024,"Sep",3.3,5.4,0.7,2.1,"Healthcare and Social Assistance"
2024,"Oct",3.4,6,0.7,2.1,"Healthcare and Social Assistance"
2024,"Nov",3.2,6.2,0.7,1.9,"Healthcare and Social Assistance"
2024,"Dec",3.3,5.8,0.7,2,"Healthcare and Social Assistance"
2009,"Jan",1.3,1.5,0.6,0.5,"State and Local Government"
2009,"Feb",1.2,1.5,0.7,0.5,"State and Local Government"
2009,"Mar",1.2,1.3,0.5,0.5,"State and Local Government"
2009,"Apr",1.2,1.5,0.6,0.5,"State and Local Government"
2009,"May",1.2,1.2,0.6,0.5,"State and Local Government"
2009,"Jun",1.2,1.4,0.6,0.5,"State and Local Government"
2009,"Jul",1.1,1.2,0.6,0.5,"State and Local Government"
2009,"Aug",1.3,1.4,0.6,0.5,"State and Local Government"
2009,"Sep",1.1,1.1,0.7,0.5,"State and Local Government"
2009,"Oct",1.5,1.4,0.5,0.5,"State and Local Government"
2009,"Nov",1.3,1.3,0.5,0.5,"State and Local Government"
2009,"Dec",1.2,1.3,0.6,0.5,"State and Local Government"
2010,"Jan",1.2,1.3,0.6,0.5,"State and Local Government"
2010,"Feb",1.2,1.1,0.6,0.5,"State and Local Government"
2010,"Mar",1.3,1.3,0.6,0.5,"State and Local Government"
2010,"Apr",1.2,1.3,0.6,0.5,"State and Local Government"
2010,"May",1.2,1.2,0.6,0.4,"State and Local Government"
2010,"Jun",1.1,1.1,0.6,0.5,"State and Local Government"
2010,"Jul",1.2,1.2,0.6,0.5,"State and Local Government"
2010,"Aug",1.1,1.2,0.6,0.5,"State and Local Government"
2010,"Sep",1.1,1.3,0.6,0.6,"State and Local Government"
2010,"Oct",1.4,1.4,0.4,0.5,"State and Local Government"
2010,"Nov",1.3,1.3,0.6,0.5,"State and Local Government"
2010,"Dec",1.3,1.6,0.6,0.5,"State and Local Government"
2011,"Jan",1.3,1.4,0.5,0.6,"State and Local Government"
2011,"Feb",1,1.3,0.5,0.5,"State and Local Government"
2011,"Mar",1.2,1.4,0.5,0.5,"State and Local Government"
2011,"Apr",1.3,1.5,0.6,0.5,"State and Local Government"
2011,"May",1.1,1.2,0.5,0.6,"State and Local Government"
2011,"Jun",1.4,1.5,0.5,0.5,"State and Local Government"
2011,"Jul",1.1,1.3,0.6,0.6,"State and Local Government"
2011,"Aug",1.2,1.4,0.5,0.6,"State and Local Government"
2011,"Sep",1.3,1.7,0.6,0.6,"State and Local Government"
2011,"Oct",1.3,1.5,0.4,0.5,"State and Local Government"
2011,"Nov",1.3,1.5,0.5,0.6,"State and Local Government"
2011,"Dec",1.4,1.5,0.6,0.7,"State and Local Government"
2012,"Jan",1.4,1.5,0.5,0.6,"State and Local Government"
2012,"Feb",1.4,1.7,0.5,0.7,"State and Local Government"
2012,"Mar",1.4,1.6,0.6,0.6,"State and Local Government"
2012,"Apr",1.4,1.5,0.5,0.7,"State and Local Government"
2012,"May",1.4,1.7,0.7,0.7,"State and Local Government"
2012,"Jun",1.5,1.6,0.5,0.6,"State and Local Government"
2012,"Jul",1.4,1.6,0.5,0.6,"State and Local Government"
2012,"Aug",1.5,1.7,0.5,0.6,"State and Local Government"
2012,"Sep",1.3,1.6,0.4,0.6,"State and Local Government"
2012,"Oct",1.3,1.6,0.5,0.6,"State and Local Government"
2012,"Nov",1.3,1.6,0.4,0.7,"State and Local Government"
2012,"Dec",1.4,1.7,0.4,0.6,"State and Local Government"
2013,"Jan",1.3,1.9,0.5,0.6,"State and Local Government"
2013,"Feb",1.4,1.8,0.5,0.6,"State and Local Government"
2013,"Mar",1.3,1.7,0.6,0.6,"State and Local Government"
2013,"Apr",1.4,1.8,0.4,0.8,"State and Local Government"
2013,"May",1.4,1.9,0.5,0.6,"State and Local Government"
2013,"Jun",1.1,1.8,0.4,0.6,"State and Local Government"
2013,"Jul",1.3,1.7,0.5,0.6,"State and Local Government"
2013,"Aug",1.4,1.8,0.4,0.6,"State and Local Government"
2013,"Sep",1.4,1.8,0.5,0.6,"State and Local Government"
2013,"Oct",1.3,1.8,0.5,0.6,"State and Local Government"
2013,"Nov",1.4,1.8,0.4,0.6,"State and Local Government"
2013,"Dec",1.3,1.6,0.5,0.7,"State and Local Government"
2014,"Jan",1.4,1.7,0.4,0.6,"State and Local Government"
2014,"Feb",1.4,1.8,0.4,0.7,"State and Local Government"
2014,"Mar",1.5,1.9,0.5,0.7,"State and Local Government"
2014,"Apr",1.4,1.9,0.4,0.7,"State and Local Government"
2014,"May",1.3,1.9,0.4,0.7,"State and Local Government"
2014,"Jun",1.5,2.3,0.5,0.6,"State and Local Government"
2014,"Jul",1.4,2.1,0.4,0.7,"State and Local Government"
2014,"Aug",1.3,1.9,0.4,0.8,"State and Local Government"
2014,"Sep",1.6,2,0.4,0.8,"State and Local Government"
2014,"Oct",1.4,1.8,0.4,0.7,"State and Local Government"
2014,"Nov",1.4,2,0.4,0.7,"State and Local Government"
2014,"Dec",1.5,2.2,0.5,0.7,"State and Local Government"
2015,"Jan",1.5,2.2,0.5,0.7,"State and Local Government"
2015,"Feb",1.5,2.2,0.5,0.7,"State and Local Government"
2015,"Mar",1.5,2.1,0.6,0.8,"State and Local Government"
2015,"Apr",1.6,2.2,0.5,0.7,"State and Local Government"
2015,"May",1.5,2.2,0.5,0.7,"State and Local Government"
2015,"Jun",1.6,1.9,0.6,0.8,"State and Local Government"
2015,"Jul",1.6,2.3,0.5,0.7,"State and Local Government"
2015,"Aug",1.6,2,0.5,0.8,"State and Local Government"
2015,"Sep",1.5,2,0.6,0.7,"State and Local Government"
2015,"Oct",1.7,2.2,0.6,0.8,"State and Local Government"
2015,"Nov",1.6,2.2,0.6,0.7,"State and Local Government"
2015,"Dec",1.7,2.2,0.6,0.8,"State and Local Government"
2016,"Jan",1.7,2.1,0.5,0.8,"State and Local Government"
2016,"Feb",1.6,2,0.5,0.8,"State and Local Government"
