"Year","month","hires","openings","layoffs","quits","sector"
2016,"Mar",1.7,2,0.5,0.8,"State and Local Government"
2016,"Apr",1.6,2,0.5,0.8,"State and Local Government"
2016,"May",1.7,2.2,0.6,0.8,"State and Local Government"
2016,"Jun",1.6,2,0.5,1,"State and Local Government"
2016,"Jul",1.9,2.5,0.4,0.7,"State and Local Government"
2016,"Aug",1.6,2.1,0.7,0.9,"State and Local Government"
2016,"Sep",1.9,2.1,0.5,0.8,"State and Local Government"
2016,"Oct",1.4,2,0.5,0.8,"State and Local Government"
2016,"Nov",1.5,2.4,0.6,0.8,"State and Local Government"
2016,"Dec",1.5,2,0.4,0.8,"State and Local Government"
2017,"Jan",1.6,2.1,0.5,0.8,"State and Local Government"
2017,"Feb",1.6,2.1,0.6,0.8,"State and Local Government"
2017,"Mar",1.6,2.1,0.4,0.9,"State and Local Government"
2017,"Apr",1.6,2.3,0.5,0.7,"State and Local Government"
2017,"May",1.6,2.2,0.6,0.8,"State and Local Government"
2017,"Jun",1.6,2.4,0.5,0.7,"State and Local Government"
2017,"Jul",1.6,2.2,0.5,0.8,"State and Local Government"
2017,"Aug",1.4,2.1,0.6,0.8,"State and Local Government"
2017,"Sep",1.7,2.4,0.5,0.8,"State and Local Government"
2017,"Oct",1.6,2.3,0.5,0.8,"State and Local Government"
2017,"Nov",1.7,2.3,0.5,0.8,"State and Local Government"
2017,"Dec",1.7,2.4,0.6,0.8,"State and Local Government"
2018,"Jan",1.5,2.4,0.5,0.8,"State and Local Government"
2018,"Feb",1.6,2.6,0.5,0.8,"State and Local Government"
2018,"Mar",1.6,2.6,0.5,0.8,"State and Local Government"
2018,"Apr",1.6,2.5,0.4,0.9,"State and Local Government"
2018,"May",1.7,2.5,0.5,0.9,"State and Local Government"
2018,"Jun",1.8,2.6,0.5,0.9,"State and Local Government"
2018,"Jul",1.6,2.6,0.6,0.9,"State and Local Government"
2018,"Aug",1.8,3,0.5,0.8,"State and Local Government"
2018,"Sep",1.5,2.6,0.6,0.8,"State and Local Government"
2018,"Oct",1.6,2.5,0.5,0.9,"State and Local Government"
2018,"Nov",1.6,2.8,0.5,0.9,"State and Local Government"
2018,"Dec",1.7,2.8,0.5,0.8,"State and Local Government"
2019,"Jan",1.7,2.8,0.6,1,"State and Local Government"
2019,"Feb",1.6,2.8,0.6,0.9,"State and Local Government"
2019,"Mar",1.6,2.9,0.5,0.8,"State and Local Government"
2019,"Apr",1.7,2.8,0.5,0.9,"State and Local Government"
2019,"May",1.5,2.8,0.4,1,"State and Local Government"
2019,"Jun",1.7,3.1,0.4,0.8,"State and Local Government"
2019,"Jul",1.6,2.6,0.5,0.9,"State and Local Government"
2019,"Aug",1.7,3.1,0.4,0.8,"State and Local Government"
2019,"Sep",1.6,3.1,0.5,0.9,"State and Local Government"
2019,"Oct",1.6,3.2,0.5,0.8,"State and Local Government"
2019,"Nov",1.7,3.2,0.4,0.9,"State and Local Government"
2019,"Dec",1.6,3.2,0.4,0.9,"State and Local Government"
2020,"Jan",1.7,3.3,0.4,0.8,"State and Local Government"
2020,"Feb",1.8,3.2,0.4,0.9,"State and Local Government"
2020,"Mar",1.7,2.9,1.1,1,"State and Local Government"
2020,"Apr",1,2.8,1.3,0.8,"State and Local Government"
2020,"May",1.1,2.9,0.9,0.9,"State and Local Government"
2020,"Jun",1.2,2.9,0.9,0.9,"State and Local Government"
2020,"Jul",1.4,2.8,0.5,1,"State and Local Government"
2020,"Aug",1.2,3,0.3,1.1,"State and Local Government"
2020,"Sep",1.5,3.1,0.4,1,"State and Local Government"
2020,"Oct",1.6,3.2,0.5,1,"State and Local Government"
2020,"Nov",1.5,3,0.5,0.9,"State and Local Government"
2020,"Dec",1.5,2.9,0.4,0.8,"State and Local Government"
2021,"Jan",1.8,3.4,0.4,0.6,"State and Local Government"
2021,"Feb",1.4,3.1,0.3,0.9,"State and Local Government"
2021,"Mar",1.8,3.7,0.4,0.8,"State and Local Government"
2021,"Apr",1.6,4.1,0.3,0.9,"State and Local Government"
2021,"May",1.5,3.9,0.4,0.8,"State and Local Government"
2021,"Jun",1.9,4,0.2,0.9,"State and Local Government"
2021,"Jul",1.8,4.1,0.4,1,"State and Local Government"
2021,"Aug",1.7,3.7,0.3,0.9,"State and Local Government"
2021,"Sep",1.6,4.1,0.4,1,"State and Local Government"
2021,"Oct",1.7,4.3,0.4,1.1,"State and Local Government"
2021,"Nov",1.8,4.1,0.4,1.2,"State and Local Government"
2021,"Dec",1.8,4.7,0.3,1.1,"State and Local Government"
2022,"Jan",1.8,4.5,0.4,1.1,"State and Local Government"
2022,"Feb",1.8,4.5,0.4,1.2,"State and Local Government"
2022,"Mar",1.8,4.5,0.4,1.2,"State and Local Government"
2022,"Apr",1.8,4.7,0.3,1.1,"State and Local Government"
2022,"May",1.8,4.6,0.3,1.1,"State and Local Government"
2022,"Jun",2,4.3,0.4,1.1,"State and Local Government"
2022,"Jul",2.1,5.2,0.3,0.8,"State and Local Government"
2022,"Aug",1.8,4.1,0.4,1.1,"State and Local Government"
2022,"Sep",1.8,4.3,0.4,1.1,"State and Local Government"
2022,"Oct",1.8,4.3,0.3,1,"State and Local Government"
2022,"Nov",2,4.4,0.3,1,"State and Local Government"
2022,"Dec",1.9,4.3,0.4,1.1,"State and Local Government"
2023,"Jan",2,4.4,0.5,0.9,"State and Local Government"
2023,"Feb",1.7,4.3,0.4,0.9,"State and Local Government"
2023,"Mar",1.7,4.4,0.4,1,"State and Local Government"
2023,"Apr",1.7,4.4,0.5,0.9,"State and Local Government"
2023,"May",1.8,4.3,0.4,0.9,"State and Local Government"
2023,"Jun",1.8,4.6,0.4,0.9,"State and Local Government"
2023,"Jul",1.6,4.1,0.4,0.9,"State and Local Government"
2023,"Aug",1.7,4.2,0.4,0.9,"State and Local Government"
2023,"Sep",1.6,4,0.3,0.8,"State and Local Government"
2023,"Oct",1.7,3.8,0.4,0.8,"State and Local Government"
2023,"Nov",1.7,4.1,0.4,0.9,"State and Local Government"
2023,"Dec",1.8,3.9,0.4,0.9,"State and Local Government"
2024,"Jan",1.7,3.6,0.3,0.9,"State and Local Government"
2024,"Feb",1.7,3.7,0.4,0.9,"State and Local Government"
2024,"Mar",1.6,3.9,0.4,0.8,"State and Local Government"
2024,"Apr",1.6,3.4,0.4,1,"State and Local Government"
2024,"May",1.6,4.1,0.4,1,"State and Local Government"
2024,"Jun",1.4,4,0.4,0.8,"State and Local Government"
2024,"Jul",1.7,3.7,0.4,0.8,"State and Local Government"
2024,"Aug",1.6,4.1,0.4,0.8,"State and Local Government"
2024,"Sep",1.5,3.4,0.3,0.8,"State and Local Government"
2024,"Oct",1.6,3.6,0.4,0.8,"State and Local Government"
2024,"Nov",1.5,3.5,0.4,0.8,"State and Local Government"
2024,"Dec",1.7,3.5,0.4,0.9,"State and Local Government"
